latitude,longitude,hour,shelter_volume_m3,wall_material,wall_thickness_cm,glazing_ratio,insulation_r_value,ghi_w_m2,ambient_temp_c,thermal_mass_kj_k,thermal_energy_kwh
34.232,77.8729,23,276.6,Mud_Brick,59.9,0.15,1.93,0.0,-22.5,238384.64,0.0
34.0987,77.7322,0,112.4,Rammed_Earth,16.4,0.05,2.97,0.0,-23.33553390593274,28823.57,0.0
34.0987,77.7322,1,112.4,Rammed_Earth,16.4,0.05,2.97,0.0,-24.130127018922195,28823.57,0.0
34.0987,77.7322,2,112.4,Rammed_Earth,16.4,0.05,2.97,0.0,-24.62962913144534,28823.57,0.0
34.0987,77.7322,3,112.4,Rammed_Earth,16.4,0.05,2.97,0.0,-24.8,28823.57,0.0
34.0987,77.7322,4,112.4,Rammed_Earth,16.4,0.05,2.97,0.0,-24.62962913144534,28823.57,0.0
34.0987,77.7322,5,112.4,Rammed_Earth,16.4,0.05,2.97,0.0,-24.130127018922195,28823.57,0.0
34.0987,77.7322,6,112.4,Rammed_Earth,16.4,0.05,2.97,1.279755905108984e-14,-23.33553390593274,28823.57,1.2092085732761922e-17
34.0987,77.7322,7,112.4,Rammed_Earth,16.4,0.05,2.97,54.093180426426834,-22.3,28823.57,0.05111126056639756
34.0987,77.7322,8,112.4,Rammed_Earth,16.4,0.05,2.97,104.50000000000003,-21.094095225512604,28823.57,0.0987393731905469
34.0987,77.7322,9,112.4,Rammed_Earth,16.4,0.05,2.97,147.78531726798843,-19.8,28823.57,0.13963856070628977
34.0987,77.7322,10,112.4,Rammed_Earth,16.4,0.05,2.97,180.9993093909477,-18.505904774487398,28823.57,0.17102161107353148
34.0987,77.7322,11,112.4,Rammed_Earth,16.4,0.05,2.97,201.87849769441527,-17.3,28823.57,0.19074982127268736
34.0987,77.7322,12,112.4,Rammed_Earth,16.4,0.05,2.97,209.0,-16.264466094067263,28823.57,0.19747874638109375
34.0987,77.7322,13,112.4,Rammed_Earth,16.4,0.05,2.97,201.87849769441527,-15.469872981077806,28823.57,0.19074982127268736
34.0987,77.7322,14,112.4,Rammed_Earth,16.4,0.05,2.97,180.9993093909477,-14.97037086855466,28823.57,0.17102161107353148
34.0987,77.7322,15,112.4,Rammed_Earth,16.4,0.05,2.97,147.78531726798843,-14.8,28823.57,0.13963856070628977
34.0987,77.7322,16,112.4,Rammed_Earth,16.4,0.05,2.97,104.50000000000003,-14.97037086855466,28823.57,0.0987393731905469
34.0987,77.7322,17,112.4,Rammed_Earth,16.4,0.05,2.97,54.093180426426834,-15.469872981077806,28823.57,0.05111126056639756
34.0987,77.7322,18,112.4,Rammed_Earth,16.4,0.05,2.97,1.279755905108984e-14,-16.264466094067263,28823.57,1.2092085732761922e-17
34.0987,77.7322,19,112.4,Rammed_Earth,16.4,0.05,2.97,0.0,-17.3,28823.57,0.0
34.0987,77.7322,20,112.4,Rammed_Earth,16.4,0.05,2.97,0.0,-18.505904774487398,28823.57,0.0
34.0987,77.7322,21,112.4,Rammed_Earth,16.4,0.05,2.97,0.0,-19.8,28823.57,0.0
34.0987,77.7322,22,112.4,Rammed_Earth,16.4,0.05,2.97,0.0,-21.094095225512604,28823.57,0.0
34.0987,77.7322,23,112.4,Rammed_Earth,16.4,0.05,2.97,0.0,-22.3,28823.57,0.0
33.656,77.8066,0,118.0,Stone,55.4,0.22,2.24,0.0,-6.235533905932739,117916.82,0.0
33.656,77.8066,1,118.0,Stone,55.4,0.22,2.24,0.0,-7.030127018922193,117916.82,0.0
33.656,77.8066,2,118.0,Stone,55.4,0.22,2.24,0.0,-7.5296291314453425,117916.82,0.0
33.656,77.8066,3,118.0,Stone,55.4,0.22,2.24,0.0,-7.7,117916.82,0.0
33.656,77.8066,4,118.0,Stone,55.4,0.22,2.24,0.0,-7.529629131445341,117916.82,0.0
33.656,77.8066,5,118.0,Stone,55.4,0.22,2.24,0.0,-7.030127018922194,117916.82,0.0
33.656,77.8066,6,118.0,Stone,55.4,0.22,2.24,1.6918495530220685e-14,-6.235533905932737,117916.82,4.80700714829729e-16
33.656,77.8066,7,118.0,Stone,55.4,0.22,2.24,71.51170216182648,-5.199999999999999,117916.82,2.031842978382858
33.656,77.8066,8,118.0,Stone,55.4,0.22,2.24,138.15000000000003,-3.9940952255126043,117916.82,3.925219215568208
33.656,77.8066,9,118.0,Stone,55.4,0.22,2.24,195.3736036418431,-2.6999999999999997,117916.82,5.55109824994404
33.656,77.8066,10,118.0,Stone,55.4,0.22,2.24,239.28281906564044,-1.4059047744873965,117916.82,6.798679112209789
33.656,77.8066,11,118.0,Stone,55.4,0.22,2.24,266.8853058036696,-0.19999999999999973,117916.82,7.582941228326899
33.656,77.8066,12,118.0,Stone,55.4,0.22,2.24,276.3,0.8355339059327376,117916.82,7.850438431136414
33.656,77.8066,13,118.0,Stone,55.4,0.22,2.24,266.8853058036696,1.6301270189221935,117916.82,7.582941228326899
33.656,77.8066,14,118.0,Stone,55.4,0.22,2.24,239.28281906564044,2.1296291314453413,117916.82,6.798679112209789
33.656,77.8066,15,118.0,Stone,55.4,0.22,2.24,195.3736036418431,2.3,117916.82,5.55109824994404
33.656,77.8066,16,118.0,Stone,55.4,0.22,2.24,138.15000000000003,2.1296291314453413,117916.82,3.925219215568208
33.656,77.8066,17,118.0,Stone,55.4,0.22,2.24,71.51170216182648,1.6301270189221935,117916.82,2.031842978382858
33.656,77.8066,18,118.0,Stone,55.4,0.22,2.24,1.6918495530220685e-14,0.8355339059327376,117916.82,4.80700714829729e-16
33.656,77.8066,19,118.0,Stone,55.4,0.22,2.24,0.0,-0.19999999999999973,117916.82,0.0
33.656,77.8066,20,118.0,Stone,55.4,0.22,2.24,0.0,-1.4059047744873965,117916.82,0.0
33.656,77.8066,21,118.0,Stone,55.4,0.22,2.24,0.0,-2.6999999999999997,117916.82,0.0
33.656,77.8066,22,118.0,Stone,55.4,0.22,2.24,0.0,-3.9940952255126043,117916.82,0.0
33.656,77.8066,23,118.0,Stone,55.4,0.22,2.24,0.0,-5.199999999999999,117916.82,0.0
33.656,77.6588,0,239.8,Concrete,43.0,0.15,1.73,0.0,9.36446609406726,123476.3,0.0
33.656,77.6588,1,239.8,Concrete,43.0,0.15,1.73,0.0,8.569872981077808,123476.3,0.0
33.656,77.6588,2,239.8,Concrete,43.0,0.15,1.73,0.0,8.070370868554658,123476.3,0.0
33.656,77.6588,3,239.8,Concrete,43.0,0.15,1.73,0.0,7.9,123476.3,0.0
33.656,77.6588,4,239.8,Concrete,43.0,0.15,1.73,0.0,8.07037086855466,123476.3,0.0
33.656,77.6588,5,239.8,Concrete,43.0,0.15,1.73,0.0,8.569872981077808,123476.3,0.0
33.656,77.6588,6,239.8,Concrete,43.0,0.15,1.73,5.675625590648408e-14,9.364466094067263,123476.3,1.7589147906875492e-15
33.656,77.6588,7,239.8,Concrete,43.0,0.15,1.73,239.89937290552646,10.400000000000002,123476.3,7.434643961988189
33.656,77.6588,8,239.8,Concrete,43.0,0.15,1.73,463.4500000000001,11.605904774487396,123476.3,14.36262922429695
33.656,77.6588,9,239.8,Concrete,43.0,0.15,1.73,655.417275481811,12.9,123476.3,20.311825040336913
33.656,77.6588,10,239.8,Concrete,43.0,0.15,1.73,802.7189467677962,14.194095225512605,123476.3,24.87680354675589
33.656,77.6588,11,239.8,Concrete,43.0,0.15,1.73,895.3166483873374,15.4,123476.3,27.746469002325103
33.656,77.6588,12,239.8,Concrete,43.0,0.15,1.73,926.9,16.435533905932736,123476.3,28.725258448593898
33.656,77.6588,13,239.8,Concrete,43.0,0.15,1.73,895.3166483873374,17.230127018922193,123476.3,27.746469002325103
33.656,77.6588,14,239.8,Concrete,43.0,0.15,1.73,802.7189467677962,17.729629131445343,123476.3,24.87680354675589
33.656,77.6588,15,239.8,Concrete,43.0,0.15,1.73,655.417275481811,17.9,123476.3,20.311825040336913
33.656,77.6588,16,239.8,Concrete,43.0,0.15,1.73,463.4500000000001,17.729629131445343,123476.3,14.36262922429695
33.656,77.6588,17,239.8,Concrete,43.0,0.15,1.73,239.89937290552646,17.230127018922193,123476.3,7.434643961988189
33.656,77.6588,18,239.8,Concrete,43.0,0.15,1.73,5.675625590648408e-14,16.435533905932736,123476.3,1.7589147906875492e-15
33.656,77.6588,19,239.8,Concrete,43.0,0.15,1.73,0.0,15.4,123476.3,0.0
33.656,77.6588,20,239.8,Concrete,43.0,0.15,1.73,0.0,14.194095225512605,123476.3,0.0
33.656,77.6588,21,239.8,Concrete,43.0,0.15,1.73,0.0,12.9,123476.3,0.0
33.656,77.6588,22,239.8,Concrete,43.0,0.15,1.73,0.0,11.605904774487396,123476.3,0.0
33.656,77.6588,23,239.8,Concrete,43.0,0.15,1.73,0.0,10.400000000000002,123476.3,0.0
33.5581,77.6923,0,162.4,Rammed_Earth,58.8,0.31,3.02,0.0,-11.93553390593274,149361.29,0.0
33.5581,77.6923,1,162.4,Rammed_Earth,58.8,0.31,3.02,0.0,-12.730127018922193,149361.29,0.0
33.5581,77.6923,2,162.4,Rammed_Earth,58.8,0.31,3.02,0.0,-13.229629131445343,149361.29,0.0
33.5581,77.6923,3,162.4,Rammed_Earth,58.8,0.31,3.02,0.0,-13.4,149361.29,0.0
33.5581,77.6923,4,162.4,Rammed_Earth,58.8,0.31,3.02,0.0,-13.229629131445341,149361.29,0.0
33.5581,77.6923,5,162.4,Rammed_Earth,58.8,0.31,3.02,0.0,-12.730127018922193,149361.29,0.0
33.5581,77.6923,6,162.4,Rammed_Earth,58.8,0.31,3.02,5.4760081623873893e-14,-11.935533905932738,149361.29,2.6347042533590526e-15
33.5581,77.6923,7,162.4,Rammed_Earth,58.8,0.31,3.02,231.46187203518429,-10.899999999999999,149361.29,11.13646219394381
33.5581,77.6923,8,162.4,Rammed_Earth,58.8,0.31,3.02,447.1500000000001,-9.694095225512605,149361.29,21.513992893244293
33.5581,77.6923,9,162.4,Rammed_Earth,58.8,0.31,3.02,632.3655944151294,-8.4,149361.29,30.42538053042446
33.5581,77.6923,10,162.4,Rammed_Earth,58.8,0.31,3.02,774.4865186044235,-7.105904774487397,149361.29,37.26332876477486
33.5581,77.6923,11,162.4,Rammed_Earth,58.8,0.31,3.02,863.8274664503138,-5.9,149361.29,41.56184272436827
33.5581,77.6923,12,162.4,Rammed_Earth,58.8,0.31,3.02,894.3,-4.864466094067263,149361.29,43.02798578648858
33.5581,77.6923,13,162.4,Rammed_Earth,58.8,0.31,3.02,863.8274664503138,-4.069872981077807,149361.29,41.56184272436827
33.5581,77.6923,14,162.4,Rammed_Earth,58.8,0.31,3.02,774.4865186044235,-3.570370868554659,149361.29,37.26332876477486
33.5581,77.6923,15,162.4,Rammed_Earth,58.8,0.31,3.02,632.3655944151294,-3.4000000000000004,149361.29,30.42538053042446
33.5581,77.6923,16,162.4,Rammed_Earth,58.8,0.31,3.02,447.1500000000001,-3.570370868554659,149361.29,21.513992893244293
33.5581,77.6923,17,162.4,Rammed_Earth,58.8,0.31,3.02,231.46187203518429,-4.069872981077807,149361.29,11.13646219394381
33.5581,77.6923,18,162.4,Rammed_Earth,58.8,0.31,3.02,5.4760081623873893e-14,-4.864466094067263,149361.29,2.6347042533590526e-15
33.5581,77.6923,19,162.4,Rammed_Earth,58.8,0.31,3.02,0.0,-5.9,149361.29,0.0
33.5581,77.6923,20,162.4,Rammed_Earth,58.8,0.31,3.02,0.0,-7.105904774487397,149361.29,0.0
33.5581,77.6923,21,162.4,Rammed_Earth,58.8,0.31,3.02,0.0,-8.4,149361.29,0.0
33.5581,77.6923,22,162.4,Rammed_Earth,58.8,0.31,3.02,0.0,-9.694095225512605,149361.29,0.0
33.5581,77.6923,23,162.4,Rammed_Earth,58.8,0.31,3.02,0.0,-10.899999999999999,149361.29,0.0
34.3662,77.8492,0,244.2,Stone,35.9,0.06,2.29,0.0,-15.43553390593274,157233.42,0.0
34.3662,77.8492,1,244.2,Stone,35.9,0.06,2.29,0.0,-16.230127018922193,157233.42,0.0
34.3662,77.8492,2,244.2,Stone,35.9,0.06,2.29,0.0,-16.729629131445343,157233.42,0.0
34.3662,77.8492,3,244.2,Stone,35.9,0.06,2.29,0.0,-16.9,157233.42,0.0
34.3662,77.8492,4,244.2,Stone,35.9,0.06,2.29,0.0,-16.729629131445343,157233.42,0.0
34.3662,77.8492,5,244.2,Stone,35.9,0.06,2.29,0.0,-16.230127018922193,157233.42,0.0
34.3662,77.8492,6,244.2,Stone,35.9,0.06,2.29,6.267742318036154e-14,-15.435533905932738,157233.42,6.017827999671184e-16
34.3662,77.8492,7,244.2,Stone,35.9,0.06,2.29,264.9271745669402,-14.399999999999999,157233.42,2.5436370675210522
34.3662,77.8492,8,244.2,Stone,35.9,0.06,2.29,511.8000000000001,-13.194095225512605,157233.42,4.913929472449551
34.3662,77.8492,9,244.2,Stone,35.9,0.06,2.29,723.7945012225501,-11.9,157233.42,6.949345704483022
34.3662,77.8492,10,244.2,Stone,35.9,0.06,2.29,886.4636033137515,-10.605904774487396,157233.42,8.511175511092752
34.3662,77.8492,11,244.2,Stone,35.9,0.06,2.29,988.7216757894903,-9.4,157233.42,9.492982772004074
34.3662,77.8492,12,244.2,Stone,35.9,0.06,2.29,1023.6,-8.364466094067263,157233.42,9.8278589448991
34.3662,77.8492,13,244.2,Stone,35.9,0.06,2.29,988.7216757894903,-7.569872981077807,157233.42,9.492982772004074
34.3662,77.8492,14,244.2,Stone,35.9,0.06,2.29,886.4636033137515,-7.070370868554659,157233.42,8.511175511092752
34.3662,77.8492,15,244.2,Stone,35.9,0.06,2.29,723.7945012225501,-6.9,157233.42,6.949345704483022
34.3662,77.8492,16,244.2,Stone,35.9,0.06,2.29,511.8000000000001,-7.070370868554659,157233.42,4.913929472449551
34.3662,77.8492,17,244.2,Stone,35.9,0.06,2.29,264.9271745669402,-7.569872981077807,157233.42,2.5436370675210522
34.3662,77.8492,18,244.2,Stone,35.9,0.06,2.29,6.267742318036154e-14,-8.364466094067263,157233.42,6.017827999671184e-16
34.3662,77.8492,19,244.2,Stone,35.9,0.06,2.29,0.0,-9.4,157233.42,0.0
34.3662,77.8492,20,244.2,Stone,35.9,0.06,2.29,0.0,-10.605904774487396,157233.42,0.0
34.3662,77.8492,21,244.2,Stone,35.9,0.06,2.29,0.0,-11.9,157233.42,0.0
34.3662,77.8492,22,244.2,Stone,35.9,0.06,2.29,0.0,-13.194095225512605,157233.42,0.0
34.3662,77.8492,23,244.2,Stone,35.9,0.06,2.29,0.0,-14.399999999999999,157233.42,0.0
34.1011,77.2497,0,66.3,Stone,53.1,0.25,2.03,0.0,-4.235533905932739,63373.19,0.0
34.1011,77.2497,1,66.3,Stone,53.1,0.25,2.03,0.0,-5.030127018922193,63373.19,0.0
34.1011,77.2497,2,66.3,Stone,53.1,0.25,2.03,0.0,-5.5296291314453425,63373.19,0.0
34.1011,77.2497,3,66.3,Stone,53.1,0.25,2.03,0.0,-5.7,63373.19,0.0
34.1011,77.2497,4,66.3,Stone,53.1,0.25,2.03,0.0,-5.529629131445341,63373.19,0.0
34.1011,77.2497,5,66.3,Stone,53.1,0.25,2.03,0.0,-5.030127018922194,63373.19,0.0
34.1011,77.2497,6,66.3,Stone,53.1,0.25,2.03,5.9340260652685e-14,-4.235533905932737,63373.19,1.2641872564078164e-15
34.1011,77.2497,7,66.3,Stone,53.1,0.25,2.03,250.82153660885285,-3.1999999999999993,63373.19,5.34351192134831
34.1011,77.2497,8,66.3,Stone,53.1,0.25,2.03,484.5500000000001,-1.994095225512604,63373.19,10.322872335827709
34.1011,77.2497,9,66.3,Stone,53.1,0.25,2.03,685.2571816478833,-0.6999999999999996,63373.19,14.598746059973575
34.1011,77.2497,10,66.3,Stone,53.1,0.25,2.03,839.2652188074995,0.5940952255126037,63373.19,17.879739365700804
34.1011,77.2497,11,66.3,Stone,53.1,0.25,2.03,936.0787182567361,1.8000000000000005,63373.19,19.942257981321887
34.1011,77.2497,12,66.3,Stone,53.1,0.25,2.03,969.1,2.8355339059327376,63373.19,20.645744671655414
34.1011,77.2497,13,66.3,Stone,53.1,0.25,2.03,936.0787182567361,3.6301270189221935,63373.19,19.942257981321887
34.1011,77.2497,14,66.3,Stone,53.1,0.25,2.03,839.2652188074995,4.129629131445341,63373.19,17.879739365700804
34.1011,77.2497,15,66.3,Stone,53.1,0.25,2.03,685.2571816478833,4.3,63373.19,14.598746059973575
34.1011,77.2497,16,66.3,Stone,53.1,0.25,2.03,484.5500000000001,4.129629131445341,63373.19,10.322872335827709
34.1011,77.2497,17,66.3,Stone,53.1,0.25,2.03,250.82153660885285,3.6301270189221935,63373.19,5.34351192134831
34.1011,77.2497,18,66.3,Stone,53.1,0.25,2.03,5.9340260652685e-14,2.8355339059327376,63373.19,1.2641872564078164e-15
34.1011,77.2497,19,66.3,Stone,53.1,0.25,2.03,0.0,1.8000000000000005,63373.19,0.0
34.1011,77.2497,20,66.3,Stone,53.1,0.25,2.03,0.0,0.5940952255126037,63373.19,0.0
34.1011,77.2497,21,66.3,Stone,53.1,0.25,2.03,0.0,-0.6999999999999996,63373.19,0.0
34.1011,77.2497,22,66.3,Stone,53.1,0.25,2.03,0.0,-1.994095225512604,63373.19,0.0
34.1011,77.2497,23,66.3,Stone,53.1,0.25,2.03,0.0,-3.1999999999999993,63373.19,0.0
34.2081,77.4894,0,171.9,Concrete,17.8,0.38,2.86,0.0,8.664466094067262,36608.23,0.0
34.2081,77.4894,1,171.9,Concrete,17.8,0.38,2.86,0.0,7.8698729810778065,36608.23,0.0
34.2081,77.4894,2,171.9,Concrete,17.8,0.38,2.86,0.0,7.370370868554657,36608.23,0.0
34.2081,77.4894,3,171.9,Concrete,17.8,0.38,2.86,0.0,7.199999999999999,36608.23,0.0
34.2081,77.4894,4,171.9,Concrete,17.8,0.38,2.86,0.0,7.370370868554659,36608.23,0.0
34.2081,77.4894,5,171.9,Concrete,17.8,0.38,2.86,0.0,7.869872981077806,36608.23,0.0
34.2081,77.4894,6,171.9,Concrete,17.8,0.38,2.86,4.9898233831258907e-14,8.664466094067262,36608.23,3.0748561740315868e-15
34.2081,77.4894,7,171.9,Concrete,17.8,0.38,2.86,210.91163985404415,9.7,36608.23,12.996912078560682
34.2081,77.4894,8,171.9,Concrete,17.8,0.38,2.86,407.4500000000001,10.905904774487395,36608.23,25.108106077380203
34.2081,77.4894,9,171.9,Concrete,17.8,0.38,2.86,576.2213159889176,12.2,36608.23,35.50822414013341
34.2081,77.4894,10,171.9,Concrete,17.8,0.38,2.86,705.7241015439391,13.494095225512602,36608.23,43.48851540785141
34.2081,77.4894,11,171.9,Concrete,17.8,0.38,2.86,787.1329558429618,14.7,36608.23,48.50513621869409
34.2081,77.4894,12,171.9,Concrete,17.8,0.38,2.86,814.9,15.735533905932737,36608.23,50.21621215476039
34.2081,77.4894,13,171.9,Concrete,17.8,0.38,2.86,787.1329558429618,16.530127018922194,36608.23,48.50513621869409
34.2081,77.4894,14,171.9,Concrete,17.8,0.38,2.86,705.7241015439391,17.02962913144534,36608.23,43.48851540785141
